tagId,tag_userId,movieId,tag,tag_timestamp
161,129,4878,music,2011-04-04 03:11:13
162,129,4878,psychology,2011-04-04 03:10:45
163,129,4878,sci-fi,2011-04-04 03:11:10
164,129,4878,surreal,2011-04-04 03:11:06
165,129,4878,thought-provoking,2011-04-04 03:10:54
166,129,4878,time travel,2011-04-04 03:10:59
167,129,5449,Adam Sandler,2011-02-08 05:57:09
168,129,5449,Al Sharpton,2011-02-08 05:57:03
169,129,5449,Winona Ryder,2011-02-08 05:57:06
170,129,8528,Ben Stiller,2011-02-08 05:58:13
171,129,8528,comedy,2011-02-08 05:58:22
172,129,8528,funny,2011-02-08 05:58:23
173,129,8528,Funny as hell,2011-02-08 05:58:25
174,129,8528,Idiotic,2011-02-08 05:58:19
175,129,8528,seen more than once,2011-02-08 05:58:26
176,129,8528,sports,2011-02-08 05:58:27
177,129,8528,Vince Vaughn,2011-02-08 05:58:15
178,129,8528,wasted potential,2011-02-08 05:58:31
179,129,8641,Ben Stiller,2011-02-08 05:55:22
180,129,8641,Judd Apatow movie,2011-02-08 05:55:13
181,129,8641,Paul Rudd,2011-02-08 05:55:17
182,129,8641,Seth Rogen,2011-02-08 05:55:26
183,129,8641,Steve Carell,2011-02-08 05:55:16
184,129,8641,Steve Carrell,2011-02-08 05:55:15
185,129,33880,avante garde,2011-01-24 02:14:37
186,129,33880,bittersweet,2011-01-24 02:14:41
187,129,33880,deadpan,2011-01-24 02:14:39
188,129,33880,FATHERS AND SONS,2011-01-24 02:14:42
189,129,33880,independent film,2011-01-24 02:14:54
190,129,33880,Indie,2011-01-24 02:14:57
191,129,33880,irreverent,2011-01-24 02:14:44
192,129,33880,SEXUAL AWAKENING,2011-01-24 02:14:52
193,129,33880,unique,2011-01-24 02:14:49
194,129,33880,weird,2011-01-24 02:14:50
195,129,52952,coming of age,2011-03-01 00:52:21
196,129,52952,friendship,2011-03-01 00:52:25
197,129,52952,tattoo,2011-03-01 00:52:41
198,129,52952,teenager,2011-03-01 00:52:38
199,129,55280,delusion,2011-02-05 21:06:03
200,129,55280,delusional,2011-02-05 21:06:00
201,129,55280,dork people,2011-02-05 21:06:06
202,129,55280,emotional,2011-02-05 21:06:09
203,129,55280,family affair,2011-02-05 21:06:12
204,129,55280,mental illness,2011-02-05 21:05:53
205,129,55280,real doll,2011-02-05 21:06:17
206,129,55280,small town,2011-02-05 21:05:56
207,129,60756,brother-brother relationship,2011-02-08 05:55:43
208,129,60756,ending,2011-02-08 05:55:56
209,129,60756,Highly quotable,2011-02-08 05:55:52
210,129,60756,let down,2011-02-08 05:55:49
211,129,60756,movie to see,2011-02-08 05:55:44
212,129,60756,Seth Rogen,2011-02-08 05:55:39
213,129,60756,will ferrell,2011-02-08 05:55:46
214,129,61132,Ben Stiller,2011-02-08 05:54:43
215,129,61132,Hollywood,2011-02-08 05:54:59
216,129,61132,irreverent,2011-02-08 05:54:53
217,129,61132,Jack Black,2011-02-08 05:54:42
218,129,61132,Robert Downey Jr.,2011-02-08 05:54:35
219,129,61132,satire,2011-02-08 05:54:37
220,129,61132,Tom Cruise,2011-02-08 05:54:46
221,129,61132,Vietnam War,2011-02-08 05:54:48
222,129,80094,handcam-real style,2011-01-08 16:42:33
223,129,80350,funny,2011-01-17 21:16:58
224,129,80350,parody,2011-01-17 21:17:01
225,129,80350,vampires,2011-01-17 21:17:00
226,129,80489,action,2011-01-17 21:15:02
227,129,80489,Criminal = good Police = bad,2011-01-17 21:14:46
228,129,80489,one dimensional characters except for Affleck. Ending trite.,2011-01-17 21:14:53
229,129,80489,too much love interest,2011-01-17 21:15:07
230,129,80549,Emma Stone,2011-01-17 21:15:31
231,129,80549,funny dialogues,2011-01-17 21:15:33
232,129,80549,plot,2011-01-17 21:15:35
233,129,80549,sexuality,2011-01-17 21:15:43
234,129,80549,typical,2011-01-17 21:15:38
235,129,80549,Unreal reactions,2011-01-17 21:15:41
236,129,80846,plot twist,2011-03-06 23:14:03
237,129,80862,documentary,2011-01-24 02:15:27
238,129,80862,makes you think,2011-01-24 02:15:29
239,129,80862,Not what was expected but still good,2011-01-24 02:15:25
240,129,80862,social networking,2011-01-24 02:15:31
241,129,81537,drug use,2011-02-08 05:54:06
242,129,81537,road trip,2011-02-08 05:54:14
243,129,81537,Robert Downey Jr.,2011-02-08 05:54:02
244,129,81537,Zach Galifianakis,2011-02-08 05:54:04
245,129,81834,boring,2010-11-26 03:54:09
246,129,81834,camping trip,2010-11-26 03:54:31
247,129,81834,emma watson,2010-11-26 03:54:39
248,133,4973,beautifully filmed,2014-04-11 18:30:40
249,133,4973,quirky,2014-04-11 18:30:36
250,133,4973,romance,2014-04-11 18:30:34
251,133,4973,stylized,2014-04-11 18:30:06
252,133,4973,visually appealing,2014-04-11 18:30:31
253,133,4973,whimsical,2014-04-11 18:30:24
254,133,7158,culture clash,2014-04-13 05:32:39
255,133,7158,heartbreaking,2014-04-13 05:32:43
256,133,7158,intense,2014-04-13 05:32:56
257,133,7158,sad but good,2014-04-13 05:33:00
258,190,1270,Steven Spielberg,2012-02-12 19:29:39
259,190,1270,time travel,2012-02-12 19:29:41
260,190,2011,sci-fi,2012-02-12 19:29:36
261,190,2011,time travel,2012-02-12 19:29:33
262,190,2012,time travel,2012-02-12 19:29:30
263,205,1966,manhattan,2008-01-31 09:23:27
264,205,1966,upper class,2008-01-31 09:23:27
265,208,72,whit stillman meets Diner,2006-02-05 03:35:02
266,208,8645,actress too old,2006-02-12 16:28:24
267,208,8645,too upper class,2006-02-12 16:28:24
268,208,27727,wild and fresh,2006-02-05 22:04:45
269,208,40819,whit stillman meets diner,2006-02-05 03:33:50
270,208,41573,utterly predictable ensemble flick,2006-01-16 21:10:27
271,271,84772,Simon Pegg,2011-04-09 21:36:24
272,279,916,Audrey Hepburn,2012-02-23 02:01:01
273,279,916,black and white,2012-02-23 02:01:40
274,279,916,classic,2012-02-23 02:01:07
275,279,916,Gregory Peck,2012-02-23 02:00:59
276,279,916,imdb top 250,2012-02-23 02:01:18
277,279,916,Italy,2012-02-23 02:01:21
278,279,916,love story,2012-02-23 02:01:09
279,279,916,National Film Registry,2012-02-23 02:01:26
280,279,916,need to own,2012-02-23 02:01:11
281,279,916,romantic comedy,2012-02-23 02:01:16
282,279,916,Rome,2012-02-23 02:01:30
283,279,916,royalty,2012-02-23 02:01:14
284,279,916,slapstick,2012-02-23 02:01:35
285,279,916,zest for life,2012-02-23 02:01:37
286,279,4246,based on a book,2012-02-23 01:52:03
287,279,4246,British,2012-02-23 01:52:01
288,279,4246,Hugh Grant,2012-02-23 01:51:46
289,279,4246,Jane Austen,2012-02-23 01:51:51
290,279,4246,romantic comedy,2012-02-23 01:51:57
291,279,8533,chick flick,2011-05-06 06:00:51
292,279,8533,sentimental,2011-05-06 06:01:03
293,279,55872,Freddie Highmore,2012-02-06 01:56:31
294,279,55872,inspirational,2012-02-06 01:56:29
295,279,55872,love of music,2012-02-06 01:56:26
296,279,55872,power of music,2012-02-06 01:56:22
297,279,55872,uplifting and compelling,2012-02-08 00:45:57
298,316,34405,Firefly,2006-06-17 10:00:12
299,316,34405,scifi,2006-06-17 10:00:15
300,316,34405,western,2006-06-17 10:00:07
301,316,45186,Ethan Hunt Should Stop Hogging The Screen!,2006-06-17 09:58:42
302,318,260,1970s,2015-02-20 22:42:49
303,318,260,fantasy,2015-02-20 22:42:49
304,318,260,sci-fi,2015-02-20 22:42:49
305,318,115149,Action,2015-02-21 15:58:30
306,318,115149,Revenge,2015-02-21 15:58:03
307,318,115149,Willem Dafoe,2015-02-21 15:59:43
308,320,1197,must show,2006-04-25 11:33:21
309,320,1396,must show,2006-04-25 11:33:30
310,320,2011,must show,2006-04-25 11:34:18
311,320,2012,must show,2006-04-25 11:35:15
312,320,2502,must show,2006-04-25 11:33:18
313,320,2762,twist,2006-04-25 11:33:52
314,320,2959,twist,2006-04-25 11:30:58
315,320,3996,overrated,2006-04-25 11:32:28
316,320,6016,violent,2006-04-25 11:31:10
317,320,7438,violent,2006-04-25 11:32:44
318,342,32,post-apocalyptic,2012-01-25 18:02:10
319,342,32,psychology,2012-01-25 18:02:15
320,342,32,time travel,2012-01-25 18:02:06
321,342,50,organized crime,2012-01-31 16:58:31
322,342,50,twist ending,2012-01-31 16:58:22
323,342,50,twists & turns,2012-01-31 16:58:48
324,342,318,friendship,2012-09-01 22:59:19
325,342,318,masterplan,2015-02-08 19:48:18
326,342,318,Morgan Freeman,2012-09-01 22:59:15
327,342,318,prison escape,2015-02-08 19:48:18
328,342,318,redemption,2015-02-08 19:48:18
329,342,318,revenge,2012-09-01 22:59:27
330,342,356,bittersweet,2012-09-01 23:00:28
331,342,356,classic,2012-09-01 23:00:34
332,342,356,vietnam war,2012-09-01 23:00:44
333,342,608,crime gone awry,2012-01-25 17:47:41
334,342,750,black comedy,2013-03-17 23:02:19
335,342,750,British,2013-03-17 23:02:09
336,342,750,cold war,2013-03-17 23:02:23
337,342,750,comedy,2013-03-17 23:02:25
338,342,750,Peter Sellers,2013-03-17 23:02:04
339,342,750,satire,2013-03-17 23:02:13
340,342,750,satirical,2013-03-17 23:02:12
341,342,750,Stanley Kubrick,2013-03-17 23:01:53
342,342,1079,British,2012-09-08 17:08:10
343,342,1079,John Cleese,2012-09-08 17:07:59
344,342,1079,quirky,2012-09-08 17:07:48
345,342,1136,Monty Python,2012-01-31 16:55:38
346,342,1136,parody,2012-01-31 16:55:32
347,342,1136,satire,2012-01-31 16:55:50
348,342,1175,atmospheric,2012-09-01 22:49:29
349,342,1175,post-apocalyptic,2012-09-01 22:49:27
350,342,1175,surreal,2012-09-01 22:49:23
351,342,1193,psychological,2012-01-31 16:56:04
352,342,1193,psychology,2012-01-31 16:56:07
353,342,1201,Clint Eastwood,2013-03-17 18:41:01
354,342,1201,Ennio Morricone,2013-03-17 18:41:04
355,342,1201,Italian,2013-03-17 18:41:18
356,342,1201,music,2013-03-17 18:41:21
357,342,1201,Sergio Leone,2013-03-17 18:41:09
358,342,1252,mystery,2012-01-31 16:57:33
359,342,1252,twists & turns,2012-01-31 16:57:33
360,342,1625,Michael Douglas,2012-03-05 16:55:52
361,342,1625,Mystery,2012-03-05 16:55:55
362,342,1625,plot twist,2012-03-05 16:56:24
363,342,1625,psychological,2012-03-05 16:55:59
364,342,1625,Sean Penn,2012-03-05 16:56:40
365,342,1625,twist ending,2012-03-05 16:56:30
366,342,1625,unrealistic,2012-03-05 16:56:36
367,342,1653,eugenics,2012-09-01 23:03:13
368,342,1653,future,2012-09-01 23:03:41
369,342,1653,genetic engineering,2012-09-01 23:03:18
370,342,1653,genetics,2012-09-01 23:03:16
371,342,1653,powerful ending,2012-09-01 23:03:37
372,342,1653,racism,2012-09-01 23:03:28
373,342,1784,funny,2013-03-17 18:27:48
374,342,1784,Jack Nicholson,2013-03-17 18:27:31
375,342,1784,obsessive compulsive disorder,2013-03-17 18:27:36
376,342,1784,psychology,2013-03-17 18:27:33
377,342,1784,quirky,2013-03-17 18:27:51
378,342,1784,relationships,2013-03-17 18:27:42
379,342,2329,Edward Norton,2012-09-01 22:52:09
380,342,2329,Neo-Nazis,2012-09-01 22:52:11
381,342,2329,politics,2012-09-01 22:52:22
382,342,2329,powerful ending,2012-09-01 22:52:19
383,342,2329,racism,2012-09-01 22:52:12
384,342,2329,tense,2012-09-01 22:52:16
385,342,2329,thought-provoking,2012-09-01 22:52:14
386,342,2571,post-apocalyptic,2012-01-25 17:52:01
387,342,2571,sci-fi,2012-01-25 17:51:58
388,342,2571,virtual reality,2012-01-25 17:52:04
389,342,3000,adventure,2012-03-14 18:42:03
390,342,3000,anime,2012-03-14 18:41:53
391,342,3000,fantasy world,2012-03-14 18:41:49
392,342,3000,surreal,2012-03-14 18:41:47
393,342,3359,coming of age,2013-09-18 19:30:15
394,342,3359,coming-of-age,2013-09-18 19:30:18
395,342,3359,cycling,2013-09-18 19:30:04
396,342,3363,classic,2014-03-07 21:21:01
397,342,3363,coming of age,2014-03-07 21:20:55
398,342,3363,friendship,2014-03-07 21:20:59
399,342,4848,BORING!,2012-02-14 18:38:47
400,342,4848,Nudity (Full Frontal),2012-02-14 18:40:09
401,342,4848,pretentious,2012-02-14 18:38:47
402,342,4973,slow paced,2012-03-14 18:40:00
403,342,4978,characters,2012-09-01 22:44:28
404,342,4978,romance,2012-09-01 22:44:28
405,342,4993,adventure,2012-01-25 17:57:23
406,342,4993,characters,2012-01-25 17:57:23
407,342,4993,epic,2012-01-25 17:57:23
408,342,4993,fantasy world,2012-01-25 17:57:23
409,342,4993,fighting,2012-01-25 17:58:03
410,342,4993,photography,2012-01-25 17:58:03
411,342,5282,ending,2012-09-01 22:37:35
412,342,5282,lawyers,2012-09-01 22:38:03
413,342,5282,military court,2012-09-01 22:38:19
414,342,5291,multiple storylines,2012-01-25 17:49:23
415,342,5291,nonlinear,2012-01-25 17:49:36
416,342,6016,disturbing,2012-01-31 17:50:26
417,342,6016,drama,2012-01-25 17:50:58
418,342,6016,multiple storylines,2012-01-31 17:50:31
419,342,6016,realistic,2012-01-25 17:50:58
420,342,6365,action packed,2012-01-25 17:52:49
421,342,6365,dystopia,2012-01-25 17:52:36
422,342,6365,unrealistic characters,2012-01-25 17:55:43
423,342,6539,cliche,2012-09-01 22:42:31
424,342,6539,Johnny Depp,2012-09-01 22:42:31
425,342,6539,magic realism,2012-09-01 22:42:31
426,342,6539,modernism,2012-09-01 22:42:31
427,342,6539,photography,2012-09-01 22:42:31
428,342,6539,too long,2012-09-01 22:42:31
429,342,6953,multiple storylines,2013-03-09 17:48:29
430,342,6953,psychological,2013-03-09 17:48:24
431,342,6953,Sean Penn,2013-03-09 17:48:20
432,342,7090,atmospheric,2012-09-01 22:48:07
433,342,7090,colours,2012-09-01 22:48:08
434,342,7090,martial arts,2012-09-01 22:48:07
435,342,7090,photography,2012-09-01 22:48:07
436,342,8914,dialogue driven,2012-09-08 17:17:44
437,342,8914,mindfuck,2012-09-08 17:17:33
438,342,8914,plot holes,2012-09-08 17:17:38
439,342,8914,sci-fi,2012-09-08 17:17:31
440,342,8914,time travel,2012-09-08 17:17:29
441,342,31410,Biography,2014-11-08 20:39:08
442,342,31410,disturbing,2014-11-08 20:39:02
443,342,31410,excellent performance,2014-11-08 20:40:23
444,342,31410,historical,2014-11-08 20:39:06
445,342,31410,World War II,2014-11-08 20:39:00
446,342,44191,comic book,2012-09-01 22:51:12
447,342,44191,dark,2012-09-01 22:51:32
448,342,44191,dystopia,2012-09-01 22:51:09
449,342,44191,England,2012-09-01 22:51:26
450,342,44191,inspirational,2012-09-01 22:51:24
451,342,44191,Natalie Portman,2012-09-01 22:51:15
452,342,44191,politics,2012-09-01 22:51:18
453,342,44191,thought-provoking,2012-09-01 22:51:05
454,342,44191,visually appealing,2012-09-01 22:51:22
455,342,47044,action packed,2012-09-01 22:40:25
456,342,47044,characters,2012-09-01 22:39:51
457,342,47044,Miami,2012-09-01 22:39:51
458,342,47044,shallow,2012-09-01 22:39:51
459,342,47044,unrealistic,2012-09-01 22:39:50
460,342,47044,unrealistic action,2012-09-01 22:40:25
461,342,47044,unrealistic plot,2012-09-01 22:39:51
462,342,48043,atmospheric,2012-09-01 22:55:32
463,342,48043,death,2012-09-01 22:55:45
464,342,48043,emotional,2012-09-01 22:57:02
465,342,48043,multiple storylines,2013-03-17 18:29:57
466,342,48043,Music,2012-09-01 22:57:20
467,342,48043,nonlinear,2012-09-01 22:57:26
468,342,48043,surreal,2012-09-01 22:57:14
469,342,48043,thought-provoking,2012-09-01 22:57:48
470,342,48043,visually appealing,2012-09-01 22:55:30
471,342,48774,disturbing,2012-09-01 23:04:32
472,342,48774,dystopia,2012-09-01 23:04:29
473,342,48774,ending,2012-09-01 23:05:52
474,342,48774,future,2012-09-01 23:04:38
475,342,48774,sci-fi,2012-09-01 23:04:24
476,342,48774,violence,2012-09-01 23:04:43
477,342,51662,americanized movie,2012-01-31 18:01:25
478,342,51662,based on a comic,2012-01-31 17:59:46
479,342,51662,based on comic,2012-01-31 17:59:52
480,342,51662,blood,2012-01-31 18:00:10
481,342,51662,Frank Miller,2012-01-31 18:00:44
482,342,51662,stylized,2012-01-31 17:59:32
483,342,52328,atmospheric,2012-09-08 17:25:21
484,342,52328,dark,2012-09-08 17:25:02
485,342,52328,despair,2012-09-08 17:24:56
486,342,52328,ending twist,2012-09-08 17:24:43
487,342,52328,great soundtrack,2012-09-08 17:25:07
488,342,52328,madness,2012-09-08 17:25:23
489,342,52328,psychological,2012-09-08 17:25:25
490,342,52328,psychology,2012-09-08 17:24:46
491,342,52328,slow paced,2012-09-08 17:25:12
492,342,52328,spaceships,2012-09-08 17:24:30
493,342,54372,French,2015-01-31 20:03:48
494,342,54372,murder mystery,2015-01-31 20:03:52
495,342,54372,twist ending,2015-01-31 20:03:50
496,342,55442,coming of age,2012-09-05 07:42:30
497,342,55442,Middle East,2012-09-05 07:42:36
498,342,55442,politics,2012-09-05 07:41:29
499,342,55442,revolution,2012-09-05 07:42:00
500,342,55442,social commentary,2012-09-05 07:42:34
501,342,55908,entirely dialogue,2012-01-31 18:41:16
502,342,55908,Excellent use of dialogue,2012-01-31 18:41:00
503,342,55908,immortality,2014-11-08 20:33:18
504,342,55908,intellectual,2012-01-31 18:40:46
505,342,55908,sci-fi,2012-01-31 18:40:54
506,342,55908,thought-provoking,2012-01-31 18:40:50
507,342,55908,Underrated,2012-01-31 18:41:23
508,342,55908,unique,2012-01-31 18:40:52
509,342,58559,Atmospheric,2012-01-31 18:03:43
510,342,58559,Batman,2012-01-31 18:03:25
511,342,58559,Heath Ledger,2012-01-31 18:03:51
512,342,58559,superhero,2012-01-31 18:03:05
513,342,58559,vigilante,2012-01-31 18:03:16
514,342,63082,India,2013-03-17 18:34:08
515,342,63082,love story,2013-03-17 18:34:23
516,342,63082,Oscar (Best Picture),2013-03-17 18:34:57
517,342,63082,photography,2013-03-17 18:34:43
518,342,63082,romance,2013-03-17 18:34:15
519,342,63082,shallow plot,2013-03-17 18:35:29
520,342,63082,social commentary,2013-03-17 18:34:12
521,342,63082,violence,2013-03-17 18:35:01
522,342,63082,visually appealing,2013-03-17 18:34:51
523,342,64614,Clint Eastwood,2012-01-31 17:49:02
524,342,64614,culture clash,2012-01-31 17:49:06
525,342,64614,gangs,2012-01-31 17:48:57
526,342,64614,redemption,2012-01-31 17:49:17
527,342,68954,emotional,2012-01-25 17:48:45
528,342,68954,friendship,2012-01-25 17:48:27
529,342,70286,action,2012-01-31 17:03:16
530,342,70286,alien invasion,2012-01-31 17:02:43
531,342,70286,aliens,2012-01-31 17:02:14
532,342,70286,sci-fi,2013-03-17 18:42:28
533,342,70286,social commentary,2012-01-31 17:02:11
534,342,72167,boring plot,2012-01-25 18:01:17
535,342,72167,nonsensical,2012-01-25 18:00:59
536,342,72167,stupid,2012-01-25 18:00:59
537,342,72167,stupid characters,2012-01-25 18:00:59
538,342,73321,beautiful scenery,2012-09-01 22:53:40
539,342,73321,Bible,2012-09-01 22:53:27
540,342,73321,characters,2012-09-01 22:54:05
541,342,73321,Christianity,2012-09-01 22:53:25
542,342,73321,Denzel Washington,2012-09-01 22:53:08
543,342,73321,dystopic future,2012-09-01 22:53:10
544,342,73321,fight scenes,2012-09-01 22:53:54
545,342,73321,plot holes,2012-09-01 22:53:14
546,342,79357,nonlinear,2013-03-17 18:31:44
547,342,79357,Nudity (Topless),2013-03-17 18:31:20
548,342,79357,sci-fi,2013-03-17 18:31:12
