ratingId,rat_userId,movieId,rating,rat_timestamp
50,1,1278,4,2004-09-10 03:13:06
51,1,1291,3.5,2005-04-02 23:45:25
52,1,1304,3,2004-09-10 03:08:40
53,1,1321,4,2004-09-10 03:14:22
54,1,1333,4,2005-04-02 23:36:30
55,1,1348,3.5,2004-09-10 03:14:16
56,1,1350,3.5,2004-09-10 03:15:58
57,1,1358,4,2005-04-02 23:43:39
58,1,1370,3,2004-09-10 03:09:24
59,1,1374,4,2004-09-10 03:09:06
60,1,1387,4,2005-04-02 23:35:13
61,1,1525,3,2005-04-02 23:55:50
62,1,1584,3.5,2004-09-10 03:07:36
63,1,1750,3.5,2005-04-02 23:56:41
64,1,1848,3.5,2005-04-02 23:53:52
65,1,1920,3.5,2005-04-02 23:54:58
66,1,1967,4,2005-04-02 23:48:59
67,1,1994,3.5,2004-09-10 03:14:47
68,1,1997,3.5,2004-09-10 03:13:54
69,1,2021,4,2005-04-02 23:52:09
70,1,2100,4,2005-04-02 23:52:35
71,1,2118,4,2004-09-10 03:14:52
72,1,2138,4,2005-04-02 23:49:49
73,1,2140,4,2005-04-02 23:48:25
74,1,2143,4,2005-04-02 23:52:31
75,1,2173,4,2005-04-02 23:51:27
76,1,2174,4,2005-04-02 23:50:43
77,1,2193,4,2005-04-02 23:49:13
78,1,2194,3.5,2005-04-02 23:44:46
79,1,2253,3.5,2005-04-02 23:55:22
80,1,2288,4,2004-09-10 03:14:37
81,1,2291,4,2004-09-10 03:09:37
82,1,2542,4,2005-04-02 23:44:07
83,1,2628,4,2005-04-02 23:53:08
84,1,2644,3.5,2005-04-02 23:36:34
85,1,2648,3.5,2004-09-10 03:13:37
86,1,2664,3.5,2004-09-10 03:15:48
87,1,2683,3.5,2004-09-10 03:07:30
88,1,2692,3.5,2005-04-02 23:32:29
89,1,2716,3.5,2004-09-10 03:13:32
90,1,2761,3,2005-04-02 23:32:39
91,1,2762,4,2005-04-02 23:42:47
92,1,2804,3.5,2005-04-02 23:43:34
93,1,2872,4,2005-04-02 23:48:17
94,1,2918,3.5,2005-04-02 23:44:25
95,1,2944,4,2005-04-02 23:43:53
96,1,2947,3.5,2005-04-02 23:46:20
97,1,2959,4,2004-09-10 03:08:18
98,1,2968,4,2005-04-02 23:50:25
99,1,3000,3.5,2005-04-02 23:29:29
100,1,3030,3,2005-04-02 23:29:08
101,1,3037,3.5,2005-04-02 23:46:03
102,1,3081,4,2004-09-10 03:15:43
103,1,3153,4,2005-04-02 23:50:16
104,1,3265,3.5,2005-04-02 23:28:45
105,1,3438,3.5,2005-04-02 23:54:54
106,1,3476,3.5,2004-09-10 03:15:39
107,1,3479,4,2005-04-02 23:48:54
108,1,3489,4,2005-04-02 23:53:44
109,1,3499,4,2005-04-02 23:35:18
110,1,3889,4,2005-04-02 23:55:38
111,1,3932,3,2004-09-10 03:16:12
112,1,3996,4,2004-09-10 03:08:47
113,1,3997,3.5,2005-04-02 23:56:32
114,1,4011,4,2005-04-02 23:43:26
115,1,4027,4,2005-04-02 23:44:20
116,1,4105,3.5,2004-09-10 03:15:04
117,1,4128,4,2005-04-02 23:35:33
118,1,4133,3,2005-04-02 23:56:09
119,1,4226,3.5,2005-04-02 23:28:13
120,1,4306,4,2004-09-10 03:09:44
121,1,4446,3.5,2005-04-02 23:52:50
122,1,4467,4,2005-04-02 23:50:22
123,1,4571,4,2005-04-02 23:51:20
124,1,4720,3.5,2004-09-10 03:13:28
125,1,4754,4,2005-04-02 23:36:23
126,1,4878,3.5,2005-04-02 23:28:57
127,1,4896,4,2005-04-02 23:48:51
128,1,4911,4,2005-04-02 23:52:41
129,1,4915,3,2005-04-02 23:54:36
130,1,4941,3.5,2005-04-02 23:53:27
131,1,4980,3.5,2005-04-02 23:54:15
132,1,4993,5,2005-04-02 23:31:22
133,1,5026,4,2005-04-02 23:50:58
134,1,5039,4,2005-04-02 23:51:38
135,1,5040,3,2005-04-02 23:54:46
136,1,5146,3.5,2004-09-10 03:15:32
137,1,5171,4,2005-04-02 23:55:04
138,1,5540,4,2005-04-02 23:51:45
139,1,5679,3.5,2004-09-10 03:15:08
140,1,5797,4,2005-04-02 23:51:11
141,1,5816,4,2005-04-02 23:48:40
142,1,5898,3.5,2005-04-02 23:53:22
143,1,5952,5,2005-04-02 23:30:19
144,1,5999,3.5,2005-04-02 23:55:50
145,1,6093,4,2005-04-02 23:48:33
146,1,6242,3.5,2004-09-10 03:13:24
147,1,6333,4,2005-04-02 23:45:02
148,1,6502,3.5,2004-09-10 03:14:08
149,1,6539,4,2005-04-02 23:45:08
150,1,6754,4,2005-04-02 23:53:04
151,1,6755,3.5,2004-09-10 03:14:27
152,1,6774,4,2005-04-02 23:49:46
153,1,6807,3.5,2005-04-02 23:31:26
154,1,6834,3.5,2005-04-02 23:54:20
155,1,6888,3,2005-04-02 23:55:27
156,1,7001,3.5,2004-09-10 03:15:01
157,1,7045,3.5,2005-04-02 23:50:34
158,1,7046,4,2005-04-02 23:52:14
159,1,7153,5,2005-04-02 23:30:33
160,1,7164,3.5,2005-04-02 23:52:03
161,1,7247,3.5,2005-04-02 23:52:38
162,1,7387,3.5,2004-09-10 03:16:01
163,1,7389,4,2005-04-02 23:54:05
164,1,7438,4,2005-04-02 23:33:09
165,1,7449,3.5,2005-04-02 23:56:03
166,1,7454,4,2005-04-02 23:55:08
167,1,7482,3,2005-04-02 23:29:35
168,1,7757,4,2005-04-02 23:50:19
169,1,8368,4,2005-04-02 23:48:08
170,1,8482,3.5,2005-04-02 23:49:41
171,1,8507,5,2004-09-10 03:13:47
172,1,8636,4.5,2005-04-02 23:44:53
173,1,8690,3.5,2005-04-02 23:33:15
174,1,8961,4,2005-04-02 23:47:09
175,1,31696,4,2005-04-02 23:49:08
176,2,3,4,2000-11-21 15:34:49
177,2,62,5,2000-11-21 15:29:58
178,2,70,5,2000-11-21 15:31:31
179,2,110,4,2000-11-21 15:30:58
180,2,242,3,2000-11-21 15:32:56
181,2,260,5,2000-11-21 15:36:54
182,2,266,5,2000-11-21 15:32:28
183,2,469,3,2000-11-21 15:29:58
184,2,480,5,2000-11-21 15:32:00
185,2,541,5,2000-11-21 15:36:54
186,2,589,5,2000-11-21 15:30:58
187,2,891,2,2000-11-21 15:36:09
188,2,908,4,2000-11-21 15:31:31
189,2,924,5,2000-11-21 15:36:54
190,2,1121,3,2000-11-21 15:29:58
191,2,1196,5,2000-11-21 15:36:54
192,2,1210,5,2000-11-21 15:29:58
193,2,1214,5,2000-11-21 15:36:54
194,2,1249,5,2000-11-21 15:31:31
195,2,1259,5,2000-11-21 15:30:59
196,2,1270,5,2000-11-21 15:36:54
197,2,1327,5,2000-11-21 15:34:06
198,2,1356,5,2000-11-21 15:29:58
199,2,1544,5,2000-11-21 15:35:43
200,2,1580,4,2000-11-21 15:32:28
201,2,1673,4,2000-11-21 15:32:56
202,2,1748,5,2000-11-21 15:36:54
203,2,1965,3,2000-11-21 15:32:00
204,2,1969,2,2000-11-21 15:36:09
205,2,1970,2,2000-11-21 15:36:09
206,2,1971,2,2000-11-21 15:35:43
207,2,1972,2,2000-11-21 15:36:09
208,2,1973,3,2000-11-21 15:35:16
209,2,1974,5,2000-11-21 15:29:58
210,2,1986,2,2000-11-21 15:36:09
211,2,2291,2,2000-11-21 15:32:28
212,2,2454,4,2000-11-21 15:35:16
213,2,2455,4,2000-11-21 15:32:00
214,2,2791,2,2000-11-21 15:30:59
215,2,2858,3,2000-11-21 15:30:59
216,2,2948,5,2000-11-21 15:30:59
217,2,2951,4,2000-11-21 15:29:58
218,2,3150,4,2000-11-21 15:32:00
219,2,3159,3,2000-11-21 15:29:58
220,2,3173,4,2000-11-21 15:34:29
221,2,3450,5,2000-11-21 15:34:06
222,2,3513,5,2000-11-21 15:30:59
223,2,3534,3,2000-11-21 15:34:49
224,2,3555,4,2000-11-21 15:32:28
225,2,3565,3,2000-11-21 15:32:56
226,2,3703,4,2000-11-21 15:36:54
227,2,3753,4,2000-11-21 15:31:31
228,2,3917,4,2000-11-21 15:32:00
229,2,3918,3,2000-11-21 15:35:43
230,2,3923,4,2000-11-21 15:35:43
231,2,3926,4,2000-11-21 15:34:49
232,2,3927,5,2000-11-21 15:32:28
233,2,3928,5,2000-11-21 15:32:56
234,2,3930,5,2000-11-21 15:35:43
235,2,3937,4,2000-11-21 15:35:16
236,2,3959,5,2000-11-21 15:30:59
237,3,1,4,1999-12-11 13:36:47
238,3,24,3,1999-12-14 12:54:08
239,3,32,4,1999-12-11 13:14:07
240,3,50,5,1999-12-11 13:13:38
241,3,160,3,1999-12-14 12:54:08
242,3,173,2,1999-12-14 12:54:59
243,3,175,5,1999-12-11 13:32:13
244,3,196,3,1999-12-14 12:52:19
245,3,223,5,1999-12-11 13:20:44
246,3,260,5,1999-12-11 13:09:02
247,3,316,5,1999-12-14 12:51:10
248,3,318,5,1999-12-11 13:09:26
249,3,329,5,1999-12-14 12:53:41
250,3,337,3,1999-12-11 13:36:06
251,3,440,3,1999-12-11 13:21:40
252,3,442,3,1999-12-14 12:53:25
253,3,457,5,1999-12-11 13:16:55
254,3,480,5,1999-12-14 12:50:20
255,3,490,5,1999-12-11 13:30:41
256,3,512,2,1999-12-14 12:53:25
257,3,541,5,1999-12-11 13:14:07
258,3,589,4,1999-12-11 07:25:08
259,3,593,5,1999-12-11 13:16:55
260,3,610,4,1999-12-11 13:41:11
261,3,718,3,1999-12-11 13:01:07
262,3,780,3,1999-12-14 12:50:20
263,3,788,4,1999-12-14 12:49:10
264,3,858,5,1999-12-11 13:01:07
265,3,904,5,1999-12-11 13:04:10
266,3,905,3,1999-12-11 13:04:54
267,3,919,4,1999-12-11 13:05:58
268,3,924,5,1999-12-11 13:10:12
269,3,953,5,1999-12-11 13:11:52
270,3,968,3,1999-12-14 12:47:38
271,3,1037,3,1999-12-14 12:52:43
272,3,1060,5,1999-12-11 13:18:30
273,3,1073,5,1999-12-11 13:20:44
274,3,1077,4,1999-12-11 13:16:07
275,3,1079,4,1999-12-11 13:09:57
276,3,1084,5,1999-12-11 13:15:03
277,3,1089,5,1999-12-11 13:05:58
278,3,1094,4,1999-12-11 13:27:58
279,3,1097,5,1999-12-11 13:29:40
280,3,1103,4,1999-12-11 13:12:25
281,3,1125,4,1999-12-11 13:26:40
282,3,1127,3,1999-12-14 12:49:44
283,3,1129,5,1999-12-14 12:49:44
284,3,1179,3,1999-12-11 13:15:03
285,3,1188,2,1999-12-11 07:25:08
286,3,1193,4,1999-12-11 13:03:40
287,3,1196,5,1999-12-11 13:10:59
288,3,1197,5,1999-12-11 13:16:55
289,3,1198,5,1999-12-11 13:09:57
290,3,1199,4,1999-12-11 13:41:11
291,3,1200,4,1999-12-11 13:20:44
292,3,1206,5,1999-12-11 13:14:07
293,3,1208,5,1999-12-11 13:07:46
294,3,1210,5,1999-12-11 13:27:36
295,3,1213,5,1999-12-11 13:08:11
296,3,1214,5,1999-12-11 13:27:36
297,3,1215,4,1999-12-14 12:47:38
298,3,1219,4,1999-12-11 13:02:51
299,3,1220,5,1999-12-11 13:35:30
300,3,1221,5,1999-12-11 13:01:34
301,3,1222,5,1999-12-11 13:20:07
302,3,1225,3,1999-12-11 13:04:54
303,3,1228,3,1999-12-11 13:03:16
304,3,1230,5,1999-12-11 13:02:28
305,3,1240,5,1999-12-11 13:35:30
306,3,1242,5,1999-12-11 13:19:38
307,3,1247,5,1999-12-11 13:04:54
308,3,1257,5,1999-12-11 13:35:10
309,3,1258,5,1999-12-11 13:15:03
310,3,1259,5,1999-12-11 13:18:12
311,3,1261,5,1999-12-11 13:20:44
312,3,1266,5,1999-12-11 13:23:51
313,3,1270,5,1999-12-11 13:41:11
314,3,1272,4,1999-12-11 13:15:24
315,3,1276,5,1999-12-11 13:08:11
316,3,1278,5,1999-12-11 13:13:00
317,3,1288,2,1999-12-11 13:03:40
318,3,1304,5,1999-12-11 13:16:55
319,3,1307,4,1999-12-11 13:15:03
320,3,1321,5,1999-12-11 13:27:01
321,3,1330,3,1999-12-11 13:31:23
322,3,1333,4,1999-12-11 13:25:18
323,3,1345,4,1999-12-11 13:25:18
324,3,1356,5,1999-12-14 12:51:10
325,3,1372,3,1999-12-14 12:50:20
326,3,1373,4,1999-12-14 12:54:32
327,3,1374,5,1999-12-11 13:42:08
328,3,1375,5,1999-12-14 12:52:19
329,3,1376,4,1999-12-11 13:41:11
330,3,1396,3,1999-12-14 12:48:22
331,3,1544,4,1999-12-14 12:53:25
332,3,1584,4,1999-12-14 12:49:44
333,3,1603,4,1999-12-14 12:51:10
334,3,1653,4,1999-12-14 12:48:50
335,3,1674,4,1999-12-11 13:25:48
336,3,1676,5,1999-12-14 12:49:44
337,3,1721,4,1999-12-11 07:25:08
338,3,1762,4,1999-12-14 12:54:32
339,3,1779,3,1999-12-14 12:52:19
340,3,1810,3,1999-12-11 13:36:06
341,3,1831,5,1999-12-14 12:54:08
342,3,1876,4,1999-12-14 12:52:43
343,3,1882,4,1999-12-14 12:54:32
344,3,1909,5,1999-12-14 12:51:36
345,3,1917,4,1999-12-14 12:52:43
346,3,1921,4,1999-12-14 12:48:22
347,3,2009,5,1999-12-14 12:48:50
348,3,2011,3,1999-12-11 07:25:08
349,3,2012,3,1999-12-14 12:53:41
350,3,2018,4,1999-12-11 13:23:10
351,3,2028,4,1999-12-11 13:19:38
352,3,2034,4,1999-12-14 12:54:59
353,3,2046,5,1999-12-14 12:51:10
354,3,2053,3,1999-12-14 12:54:59
355,3,2054,4,1999-12-14 12:52:19
356,3,2076,5,1999-12-11 13:24:43
357,3,2093,5,1999-12-11 13:41:11
358,3,2105,4,1999-12-11 13:42:08
359,3,2117,5,1999-12-11 13:20:44
360,3,2118,5,1999-12-11 07:25:08
361,3,2140,4,1999-12-14 12:49:44
362,3,2150,5,1999-12-11 13:30:01
363,3,2236,4,1999-12-11 13:18:12
364,3,2288,5,1999-12-11 13:41:11
365,3,2311,4,1999-12-11 13:42:09
366,3,2329,4,1999-12-11 13:25:48
367,3,2366,4,1999-12-11 13:18:30
368,3,2371,4,1999-12-11 13:28:35
369,3,2391,5,1999-12-11 13:16:55
370,3,2407,4,1999-12-14 12:51:36
371,3,2428,4,1999-12-14 12:51:10
372,3,2448,5,1999-12-11 07:36:23
373,3,2455,4,1999-12-11 13:42:09
374,3,2505,4,1999-12-11 07:36:23
375,3,2528,4,1999-12-14 12:49:44
376,3,2529,5,1999-12-14 12:48:00
377,3,2530,4,1999-12-14 12:52:19
378,3,2531,3,1999-12-14 12:50:20
379,3,2532,4,1999-12-14 12:52:43
380,3,2533,3,1999-12-14 12:48:22
381,3,2541,1,1999-12-11 07:30:41
382,3,2551,4,1999-12-11 13:23:30
383,3,2567,3,1999-12-11 07:34:14
384,3,2571,5,1999-12-14 12:47:38
385,3,2574,3,1999-12-11 07:37:57
386,3,2613,4,1999-12-14 12:50:20
387,3,2615,4,1999-12-14 12:53:25
388,3,2628,5,1999-12-14 12:52:19
389,3,2640,4,1999-12-14 12:48:50
390,3,2642,3,1999-12-14 12:54:59
391,3,2643,1,1999-12-14 12:54:59
392,3,2657,3,1999-12-14 12:48:50
393,3,2662,3,1999-12-14 12:47:38
394,3,2668,4,1999-12-14 12:54:08
395,3,2676,1,1999-12-11 07:30:05
396,3,2694,4,1999-12-11 07:37:35
397,3,2699,3,1999-12-14 12:51:10
398,3,2710,5,1999-12-11 07:30:05
399,3,2722,4,1999-12-11 07:34:14
400,3,2750,4,1999-12-11 13:20:44
401,3,2788,5,1999-12-11 13:21:56
402,3,2791,5,1999-12-11 13:07:46
403,3,2797,4,1999-12-11 13:29:40
404,3,2808,4,1999-12-14 12:54:32
405,3,2857,3,1999-12-11 07:30:05
406,3,2872,5,1999-12-11 13:44:58
407,3,2900,3,1999-12-14 12:50:20
408,3,2901,3,1999-12-14 12:49:44
409,3,2916,4,1999-12-14 12:48:50
410,3,2918,5,1999-12-11 13:21:40
411,3,2947,4,1999-12-11 13:36:47
412,3,2948,4,1999-12-11 13:27:44
413,3,2949,4,1999-12-11 13:29:40
414,3,2968,5,1999-12-11 13:41:12
415,3,2985,5,1999-12-11 13:42:09
416,3,2986,2,1999-12-14 12:54:08
417,3,3033,5,1999-12-11 13:42:09
418,3,3039,5,1999-12-11 13:33:09
419,3,3070,4,1999-12-11 13:42:09
420,3,3072,4,1999-12-11 13:22:47
421,3,3098,4,1999-12-11 13:21:08
422,3,3142,4,1999-12-11 13:02:28
423,3,5060,5,1999-12-11 13:04:10
424,4,6,3,1996-08-24 09:33:47
425,4,10,4,1996-08-24 09:28:42
426,4,19,3,1996-08-24 09:29:54
427,4,32,1,1996-08-24 09:31:01
428,4,165,3,1996-08-24 09:27:32
429,4,329,3,1996-08-24 09:28:18
430,4,350,4,1996-08-24 09:31:27
431,4,356,4,1996-08-24 09:28:42
432,4,367,3,1996-08-24 09:29:54
433,4,368,4,1996-08-24 09:33:18
434,4,370,4,1996-08-24 09:34:03
435,4,377,4,1996-08-24 09:29:54
436,4,380,3,1996-08-24 09:27:05
437,4,420,3,1996-08-24 09:30:19
438,4,431,4,1996-08-24 09:35:57
439,4,440,3,1996-08-24 09:31:27
440,4,454,5,1996-08-24 09:29:04
441,4,480,4,1996-08-24 09:29:04
442,4,489,4,1996-08-24 09:39:35
443,4,519,3,1996-08-24 09:38:43
444,4,520,4,1996-08-24 09:34:42
445,4,531,3,1996-08-24 09:37:37
446,4,548,3,1996-08-24 09:40:54
447,4,586,4,1996-08-24 09:30:38
448,4,589,4,1996-08-24 09:29:22
449,4,594,4,1996-08-24 09:34:25
450,4,596,4,1996-08-24 09:37:04
451,4,733,5,1996-08-24 09:35:22
452,5,2,3,1996-12-25 15:26:09
453,5,11,5,1996-12-25 15:29:11
454,5,17,3,1996-12-25 15:15:35
455,5,60,3,1996-12-26 16:26:29
456,5,62,5,1996-12-25 15:15:35
457,5,104,2,1996-12-25 15:16:32
458,5,110,4,1996-12-25 15:26:09
459,5,140,2,1996-12-25 15:16:52
460,5,141,5,1996-12-25 15:15:35
461,5,150,5,1996-12-25 15:25:14
462,5,224,2,1996-12-25 15:27:30
463,5,235,3,1996-12-25 15:28:43
464,5,260,5,1996-12-25 15:26:48
465,5,282,4,1996-12-25 15:26:09
466,5,316,4,1996-12-26 16:27:13
467,5,318,5,1996-12-25 15:26:48
468,5,350,4,1996-12-25 15:28:08
469,5,364,5,1996-12-25 15:26:09
470,5,367,3,1996-12-25 15:27:30
471,5,368,5,1996-12-25 15:27:30
472,5,370,4,1996-12-25 15:26:48
473,5,376,4,1996-12-26 16:24:34
474,5,377,5,1996-12-25 15:28:43
475,5,380,5,1996-12-25 15:25:15
476,5,440,5,1996-12-25 15:26:09
477,5,454,5,1996-12-25 15:28:43
478,5,457,5,1996-12-25 15:25:15
479,5,475,4,1996-12-25 15:27:30
480,5,480,4,1996-12-25 15:25:15
481,5,491,4,1996-12-25 15:26:47
482,5,500,5,1996-12-25 15:26:09
483,5,508,5,1996-12-25 15:28:08
484,5,515,3,1996-12-25 15:29:11
485,5,529,4,1996-12-25 15:27:30
486,5,531,5,1996-12-25 15:29:11
487,5,587,4,1996-12-25 15:26:48
488,5,588,5,1996-12-25 15:28:08
489,5,589,5,1996-12-25 15:26:09
490,5,590,5,1996-12-25 15:25:14
491,5,593,3,1996-12-25 15:25:15
492,5,594,5,1996-12-26 16:26:29
493,5,595,5,1996-12-25 15:25:15
494,5,608,3,1996-12-25 15:16:01
495,5,631,3,1996-12-25 15:17:36
496,5,648,3,1996-12-25 15:15:35
497,5,671,5,1996-12-25 15:17:36
498,5,708,3,1996-12-25 15:16:31
499,5,720,5,1996-12-25 15:27:30
500,5,736,5,1996-12-25 15:15:35
501,5,780,5,1996-12-25 15:15:35
502,5,788,3,1996-12-25 15:16:32
503,5,832,5,1996-12-25 15:17:54
504,5,1028,5,1996-12-26 16:27:13
505,5,1035,5,1996-12-26 16:26:29
506,5,1036,5,1996-12-25 15:26:47
507,5,1042,4,1996-12-25 15:19:12
508,5,1073,2,1996-12-25 15:16:31
509,5,1079,5,1996-12-26 16:25:53
510,5,1080,5,1996-12-26 16:27:54
511,5,1097,5,1996-12-25 15:28:43
512,5,1136,5,1996-12-26 16:28:48
513,5,1196,5,1996-12-26 16:27:54
514,5,1198,5,1996-12-26 16:27:54
515,5,1210,5,1996-12-26 16:27:54
516,5,1291,5,1996-12-26 16:28:48
517,5,1393,5,1996-12-25 15:20:31
518,6,1,5,1997-03-13 17:50:52
519,6,3,3,1997-03-13 17:52:38
520,6,7,5,1997-03-13 17:52:38
521,6,17,5,1997-03-13 17:50:52
522,6,52,5,1997-03-13 17:54:18
523,6,62,5,1997-03-13 17:50:52
524,6,135,3,1997-03-13 17:56:23
525,6,140,4,1997-03-13 17:58:37
526,6,141,5,1997-03-13 17:50:52
527,6,260,4,1997-03-13 17:54:18
528,6,494,4,1997-03-13 17:52:38
529,6,628,4,1997-03-13 17:56:23
530,6,648,5,1997-03-13 17:50:52
531,6,653,4,1997-03-13 17:54:18
532,6,708,4,1997-03-13 17:54:18
533,6,719,3,1997-03-13 17:58:37
534,6,733,3,1997-03-13 17:52:38
535,6,736,2,1997-03-13 17:50:52
536,6,743,3,1997-03-13 17:58:37
537,6,762,3,1997-03-13 17:56:22
538,6,780,3,1997-03-13 17:50:52
539,6,788,4,1997-03-13 17:54:18
540,6,802,3,1997-03-13 17:56:23
541,6,1073,1,1997-03-13 17:52:38
542,7,3,3,2002-01-16 19:14:23
543,7,7,3,2002-01-16 19:10:20
544,7,11,4,2002-01-16 19:04:49
545,7,15,2,2002-01-16 19:18:52
546,7,16,3,2002-01-16 18:22:58
547,7,17,2,2002-01-16 19:01:16
548,7,24,3,2002-01-16 18:53:58
549,7,105,2,2002-01-16 19:12:46
550,7,122,2,2002-01-16 19:16:09
551,7,151,3,2002-01-16 19:06:05
552,7,252,2,2002-01-16 19:11:03
553,7,260,5,2002-01-16 18:44:19
554,7,271,3,2002-01-16 18:36:57
555,7,276,2,2002-01-16 19:17:35
556,7,316,3,2002-01-16 18:50:19
557,7,339,3,2002-01-16 19:08:10
558,7,348,4,2002-01-16 18:34:06
559,7,351,3,2002-01-16 19:17:17
560,7,355,3,2002-01-16 18:21:02
561,7,356,4,2002-01-16 19:02:55
562,7,357,3,2002-01-16 19:07:18
563,7,362,3,2002-01-16 19:12:24
564,7,364,4,2002-01-16 18:08:56
565,7,377,3,2002-01-16 19:04:49
566,7,425,3,2002-01-16 19:14:23
567,7,440,4,2002-01-16 19:04:20
568,7,480,5,2002-01-16 18:46:19
569,7,509,2,2002-01-16 18:43:15
570,7,539,4,2002-01-16 19:06:40
571,7,553,4,2002-01-16 18:27:31
572,7,587,5,2002-01-16 19:10:20
573,7,589,5,2002-01-16 18:40:56
574,7,590,4,2002-01-16 18:24:40
575,7,597,4,2002-01-16 19:05:38
576,7,674,2,2002-01-16 18:53:58
577,7,708,3,2002-01-16 19:07:46
578,7,736,3,2002-01-16 19:09:21
579,7,750,5,2002-01-16 18:44:19
580,7,780,4,2002-01-16 18:48:18
581,7,788,3,2002-01-16 19:15:27
582,7,806,1,2002-01-16 18:38:15
583,7,852,3,2002-01-16 19:04:49
584,7,880,3,2002-01-16 18:54:30
585,7,899,4,2002-01-16 19:03:30
586,7,908,4,2002-01-16 18:08:30
587,7,912,5,2002-01-16 18:09:56
588,7,914,3,2002-01-16 19:05:16
589,7,920,4,2002-01-16 19:01:40
590,7,922,3,2002-01-16 18:59:30
591,7,924,3,2002-01-16 18:44:58
592,7,928,3,2002-01-16 19:02:55
593,7,932,3,2002-01-16 19:03:50
594,7,952,3,2002-01-16 18:41:38
595,7,1017,4,2002-01-16 18:24:41
596,7,1020,3,2002-01-16 18:22:13
597,7,1077,5,2002-01-16 18:48:18
598,7,1094,3,2002-01-16 19:07:18
599,7,1095,1,2002-01-16 18:23:42
600,7,1097,4,2002-01-16 18:44:58
601,7,1101,3,2002-01-16 19:08:32
602,7,1183,3,2002-01-16 19:09:47
603,7,1196,5,2002-01-16 18:09:32
604,7,1206,2,2002-01-16 18:45:32
605,7,1210,5,2002-01-16 18:10:54
606,7,1230,3,2002-01-16 18:08:06
607,7,1247,4,2002-01-16 19:00:43
608,7,1253,4,2002-01-16 18:44:19
609,7,1256,5,2002-01-16 18:21:02
610,7,1259,3,2002-01-16 18:23:42
611,7,1265,4,2002-01-16 19:03:30
612,7,1270,4,2002-01-16 18:44:58
613,7,1271,4,2002-01-16 18:34:25
614,7,1272,4,2002-01-16 18:21:26
615,7,1301,3,2002-01-16 18:45:32
616,7,1307,3,2002-01-16 19:01:40
617,7,1343,3,2002-01-16 18:32:20
618,7,1357,4,2002-01-16 19:04:20
619,7,1385,4,2002-01-16 18:20:34
620,7,1391,2,2002-01-16 18:50:19
621,7,1393,3,2002-01-16 19:03:30
622,7,1408,3,2002-01-16 19:09:21
623,7,1409,2,2002-01-16 19:15:50
624,7,1441,3,2002-01-16 19:08:54
625,7,1449,4,2002-01-16 18:42:29
626,7,1466,3,2002-01-16 18:39:35
627,7,1513,2,2002-01-16 19:28:04
628,7,1517,3,2002-01-16 18:33:18
629,7,1544,4,2002-01-16 18:51:19
630,7,1573,3,2002-01-16 18:48:48
631,7,1580,3,2002-01-16 18:47:12
632,7,1597,3,2002-01-16 19:11:03
633,7,1617,3,2002-01-16 18:10:20
634,7,1674,4,2002-01-16 19:02:29
635,7,1682,2,2002-01-16 18:36:57
636,7,1721,5,2002-01-16 19:06:05
637,7,1777,4,2002-01-16 19:05:38
